Item,Meaning_Mnem,Reading_Mnem,Meaning_Score,Reading_Score,Meaning_User,Reading_User,Info,Last_Updated
v工学,,,,,,,,Wed Aug 10 2016 07:47:39 GMT-0400 (EDT)
k覆,,,,,,,,Sun Feb 15 2015 16:23:49 GMT-0500 (EST)
v光景,,,,,,,,Sun Feb 15 2015 16:50:16 GMT-0500 (EST)
v刻む,,,,,,,redfr:3717,Sun Feb 15 2015 16:50:18 GMT-0500 (EST)
v生,,,,,,,,Thu Jun 18 2020 23:45:06 GMT-0400 (EDT)
v実在,,,,,,,,Sun Feb 15 2015 17:04:29 GMT-0500 (EST)
v大学生,,,,,,,,Thu May 09 2019 07:29:38 GMT-0400 (EDT)
v〜枚,,,,,,,,Sat Feb 21 2015 23:59:53 GMT-0500 (EST)
v二時半,,,,,,,redfr:3724,Sun Feb 15 2015 17:10:55 GMT-0500 (EST)
k域,,,,,,,,Sat Jul 29 2017 20:35:08 GMT-0400 (EDT)
k状,,!,,,,c,,Fri Feb 07 2020 15:02:18 GMT-0500 (EST)
v方法,,,,,,,redfr:6260,Sat Apr 25 2015 15:04:11 GMT-0400 (EDT)
v建築,,,,,,,,Sun Oct 29 2017 13:41:01 GMT-0400 (EDT)
v不法,,,,,,,,Sat Feb 28 2015 15:15:35 GMT-0500 (EST)
v新築,,,,,,,,Wed Sep 02 2020 07:12:19 GMT-0400 (EDT)
k宙,"I suggest adding the synonym ""space"" or ""outer space"" or so on for this one (just look at the words that use it!). Not only is this probably more accurate, but it'll make the reading mnemonic on the next page easier to use.

<span class=""highlight-kanji"">Space</span> is the place you go when you jump (really really high!) off your <span class=""highlight-radical"">roof</span> for some <span class=""highlight-radical"">reason</span>.","Assuming you added the synonym <span class=""highlight-kanji"">space</span> for this kanji, this reading is real easy. You go to <span class=""highlight-kanji"">outer space</span> in your Millenium Falcon, with nothing but your trusty friend <span class=""highlight-reading"">Chewbacca</span> (ちゅう) at your side!

If you're a fan of anime, it might also help to remember a real classic: 宇<span class=""highlight-kanji"">宙</span>戦艦ヤマト(う<span class=""highlight-reading"">ちゅう</span>せんかん). Yes, that's right, Space Battleship Yamato! うちゅう is the word for ""cosmos"", ""universe"", etc.",0,0,fioraaeterna,fioraaeterna,,Wed Oct 30 2019 12:14:01 GMT-0400 (EDT)
v折り紙,,,,,,,,Sun Feb 15 2015 17:38:08 GMT-0500 (EST)
v固める,,,,,,,,Sun Feb 15 2015 17:40:21 GMT-0500 (EST)
v芸術家,"Just like author is 作家 (make + house), 芸術 + 家 (art + house) = artist.",,0,,c,,,Fri Sep 11 2020 11:30:08 GMT-0400 (EDT)
k保,,"Preserve your ""Ho""me.",,0,,c,,Sun Sep 01 2019 15:23:28 GMT-0400 (EDT)
v料理人,,,,,,,,Sun Feb 15 2015 18:15:53 GMT-0500 (EST)
k住,,,,,,,,Mon Oct 05 2020 16:31:41 GMT-0400 (EDT)
v寺,,,,,,,,Sun Feb 15 2015 18:25:11 GMT-0500 (EST)
k収,,,,,,,,Thu Jan 11 2018 07:26:03 GMT-0500 (EST)
k革,,,,,,,,Thu Feb 19 2015 20:33:56 GMT-0500 (EST)
k停,,,,,,,,Thu Jan 11 2018 07:25:47 GMT-0500 (EST)
k演,,,,,,,,Thu Jan 11 2018 07:25:38 GMT-0500 (EST)
v人間,,,,,,,,Wed Aug 19 2020 08:42:36 GMT-0400 (EDT)
v自動車,,,,,,,,Mon Jul 09 2018 19:25:51 GMT-0400 (EDT)
k総,,,,,,,,Sat Jun 30 2018 13:49:59 GMT-0400 (EDT)
v要求,,,,,,,,Tue Mar 03 2020 14:01:50 GMT-0500 (EST)
v悪因悪果,,,,,,,redfr:8510,Wed Oct 10 2018 08:08:45 GMT-0400 (EDT)
v形容詞,,,,,,,,Sun Feb 15 2015 19:48:14 GMT-0500 (EST)
v増加,,,,,,,,Sat Jun 30 2018 22:48:19 GMT-0400 (EDT)
v面倒臭い,,,,,,,,Tue Jun 12 2018 07:48:25 GMT-0400 (EDT)
v領域,,,,,,,,Sun Jun 10 2018 15:43:08 GMT-0400 (EDT)
v一個,,,,,,,,Sun Feb 15 2015 19:51:43 GMT-0500 (EST)
v連れる,,"You're going to <span class=""highlight-vocabulary"">take this along</span> with you because it's <span class=""highlight-reading"">too rare</span> (つれる) to find at your destination.|When you <span class=""highlight-vocabulary"">take someone along</span> when you go somewhere, you're now a group of <span class=""highlight-reading"">two</span> (つ)  people.",,2|0,,fioraaeterna|c,,Sat Sep 05 2020 07:51:24 GMT-0400 (EDT)
v寝坊,,,,,,,,Sat Apr 07 2018 18:23:05 GMT-0400 (EDT)
v坊さん,,,,,,,,Thu Aug 02 2018 04:47:05 GMT-0400 (EDT)
v各,,,,,,,,Sun Feb 15 2015 19:57:06 GMT-0500 (EST)
v防犯,,,,,,,redfr:6437,Fri May 08 2015 16:44:46 GMT-0400 (EDT)
v姿,,,,,,,,Sat Apr 07 2018 19:29:51 GMT-0400 (EDT)
v一等,,,,,,,,Wed Sep 02 2020 07:05:56 GMT-0400 (EDT)
v失う,,"It's your <span class=""highlight-kanji"">Fault</span> if <span class=""highlight-vocabulary"">I lost all my milk!</span> go and fetch me a <span class=""highlight-reading"">Cow</span> 「うし」 right <span class=""highlight-reading"">Now</span>「なう」 !",,0,,c,,Thu Oct 03 2019 01:53:13 GMT-0400 (EDT)
v東方,,,,,,,redfr:8605,Thu Jul 23 2020 21:30:39 GMT-0400 (EDT)
v仕事,,,,,,,redfr:6774,Tue Jun 02 2015 21:39:09 GMT-0400 (EDT)
v山,,,,,,,,Mon Oct 26 2015 10:18:51 GMT-0400 (EDT)
v口,,,,,,,redfr:8491,Thu Dec 21 2017 00:29:12 GMT-0500 (EST)
k支,,,,,,,,Tue Apr 23 2019 00:30:23 GMT-0400 (EDT)
v駅前,,,,,,,,Thu Mar 31 2016 15:18:13 GMT-0400 (EDT)
v速い,,,,,,,,Mon Feb 16 2015 04:38:14 GMT-0500 (EST)
v坂,,,,,,,,Fri Jun 29 2018 12:47:19 GMT-0400 (EDT)
k札,,!,,,,c,,Tue Aug 04 2020 00:40:36 GMT-0400 (EDT)
v楽しい,,,,,,,,Mon May 25 2020 08:43:10 GMT-0400 (EDT)
v工学者,,,,,,,,Fri Apr 05 2019 08:03:59 GMT-0400 (EDT)
v治す,,,,,,,,Sun Feb 15 2015 22:43:57 GMT-0500 (EST)
v被害者,,,,,,,,Sat Jun 30 2018 22:49:48 GMT-0400 (EDT)
v交じる,!,,,,c,,,Sun Jul 28 2019 23:07:04 GMT-0400 (EDT)
k鬼,,,,,,,,Thu Jan 11 2018 07:26:03 GMT-0500 (EST)
v自決,,,,,,,,Wed May 20 2020 08:55:21 GMT-0400 (EDT)
v法律,,,,,,,,Tue Jun 02 2015 19:31:10 GMT-0400 (EDT)
k策,,,,,,,,Sat Jun 30 2018 22:49:22 GMT-0400 (EDT)
v坊主,,,,,,,,Sun Sep 09 2018 08:21:48 GMT-0400 (EDT)
v援助,,,,,,,,Sun Feb 15 2015 22:59:31 GMT-0500 (EST)
v広告,,,,,,,,Wed Sep 02 2020 07:13:29 GMT-0400 (EDT)
v正座,,,,,,,redfr:6712,Fri May 29 2015 12:15:26 GMT-0400 (EDT)
v国際,,,,,,,,Fri Jun 15 2018 02:57:32 GMT-0400 (EDT)
v区域,,,,,,,,Sun Jun 07 2020 21:41:15 GMT-0400 (EDT)
v借金,,,,,,,,Sun Feb 15 2015 23:12:30 GMT-0500 (EST)
v汽笛,,,,,,,,Fri Jun 15 2018 02:48:12 GMT-0400 (EDT)
v触る,,,,,,,,Fri May 11 2018 20:01:01 GMT-0400 (EDT)
v国境,,,,,,,redfr:6784,Sun Jun 07 2015 07:49:22 GMT-0400 (EDT)
v置く,,,,,,,,Tue Jun 12 2018 07:43:12 GMT-0400 (EDT)
v看護師,,,,,,,,Sun Feb 15 2015 23:23:28 GMT-0500 (EST)
v川崎,,,,,,,,Fri Feb 27 2015 23:03:25 GMT-0500 (EST)
vお菓子,,,,,,,redfr:6934,Thu Jul 09 2015 09:28:34 GMT-0400 (EDT)
v品,,,,,,,,Mon Feb 16 2015 01:08:30 GMT-0500 (EST)
v事典,,,,,,,redfr:8510,Fri Sep 28 2018 13:15:58 GMT-0400 (EDT)
v冗談,,,,,,,redfr:8472,Sun Jun 25 2017 06:55:51 GMT-0400 (EDT)
v〜弁,,,,,,,,Sat Mar 07 2015 17:06:11 GMT-0500 (EST)
v字典,,,,,,,redfr:8586,Fri Oct 25 2019 09:20:23 GMT-0400 (EDT)
v雨,,,,,,,redfr:7223,Wed Nov 25 2015 11:08:34 GMT-0500 (EST)
v東京弁,,,,,,,,Sat Mar 07 2015 17:03:53 GMT-0500 (EST)
v急に,,,,,,,,Sat Mar 07 2015 17:02:42 GMT-0500 (EST)
v古典的,,,,,,,,Sat Mar 07 2015 17:25:26 GMT-0500 (EST)
v教科書,,,,,,,,Sun Oct 29 2017 13:46:11 GMT-0400 (EDT)
v弁当,"No matter what Japanese  <span class=""highlight-kanji"">dialect</span>  you speak, the key to <span class=""highlight-kanji"">success</span> is always a good <span class=""highlight-vocabulary"">bento</span>. How could anyone in Japan get through the day without a filling <span class=""highlight-vocabulary"">box lunch</span>?",,0,,c,,,Fri Jun 15 2018 14:40:54 GMT-0400 (EDT)
v全治,,,,,,,,Sat Mar 07 2015 17:04:45 GMT-0500 (EST)
v関係,,,,,,,redfr:8586,Sun Oct 27 2019 05:24:12 GMT-0400 (EDT)
v特急,!,,,,ript:void(0),,,Fri Mar 20 2020 01:42:24 GMT-0400 (EDT)
v大阪,,,,,,,,Sat Mar 07 2015 17:32:42 GMT-0500 (EST)
v取る,,,,,,,redfr:8510,Tue Oct 09 2018 06:41:57 GMT-0400 (EDT)
v自動,,,,,,,redfr:3836,Mon Feb 16 2015 02:17:53 GMT-0500 (EST)
v証言,,,,,,,,Sun Feb 04 2018 00:01:48 GMT-0500 (EST)
v同感,,,,,,,redfr:8510,Thu Sep 20 2018 07:34:16 GMT-0400 (EDT)
v整理,,,,,,,,Sat Jun 30 2018 22:49:32 GMT-0400 (EDT)
v器用,,,,,,,,Thu May 23 2019 08:22:21 GMT-0400 (EDT)
v回転ずし,,,,,,,,Mon Feb 16 2015 01:34:37 GMT-0500 (EST)
v感じ,,,,,,,redfr:3837,Mon Feb 16 2015 02:19:43 GMT-0500 (EST)
v着ける,,,,,,,,Fri May 13 2016 22:59:26 GMT-0400 (EDT)
v一億,,,,,,,,Mon Feb 16 2015 01:38:09 GMT-0500 (EST)
v消しゴム,,,,,,,redfr:3838,Mon Feb 16 2015 02:23:35 GMT-0500 (EST)
v駅,,,,,,,redfr:3839,Mon Feb 16 2015 02:26:33 GMT-0500 (EST)
v楽器,,,,,,,,Mon Feb 16 2015 05:56:54 GMT-0500 (EST)
v五感,,,,,,,,Sun Mar 25 2018 17:43:59 GMT-0400 (EDT)
vお願いします,,,,,,,redfr:3836,Mon Feb 16 2015 02:18:16 GMT-0500 (EST)
v駅長,,,,,,,redfr:8585,Thu Sep 26 2019 15:47:02 GMT-0400 (EDT)
v法則,,,,,,,,Mon Feb 16 2015 20:20:23 GMT-0500 (EST)
v米兵,,,,,,,redfr:8586,Thu Dec 19 2019 11:41:17 GMT-0500 (EST)
v指,,,,,,,,Sat May 04 2019 21:26:03 GMT-0400 (EDT)
v感動する,,,,,,,,Mon Feb 16 2015 02:15:06 GMT-0500 (EST)
v期待する,,,,,,,,Sat Jun 30 2018 13:29:06 GMT-0400 (EDT)
v料理,,,,,,,,Fri May 13 2016 23:05:21 GMT-0400 (EDT)
v思い出す,,"Don't get it confused with <span class=""highlight-vocabulary"">おもいで</span> which means<span class=""highlight-vocabulary""> memories</span>. This one has <span class=""highlight-reading"">だ</span> at the end! Not で!",,0,,c,,Sun May 31 2020 11:28:24 GMT-0400 (EDT)
v影響,,,,,,,,Mon Feb 16 2015 03:04:03 GMT-0500 (EST)
v大統領,,,,,,,,Mon Feb 16 2015 03:04:16 GMT-0500 (EST)
v民族,,,,,,,,Fri Jun 15 2018 02:23:21 GMT-0400 (EDT)
v泉,,,,,,,,Mon Oct 22 2018 14:09:57 GMT-0400 (EDT)
v着物,,,,,,,,Mon Feb 16 2015 03:21:21 GMT-0500 (EST)
v空港,,,,,,,,Mon Feb 16 2015 03:29:26 GMT-0500 (EST)
k金,,"The <span class=""highlight-kanji"">GOLD</span> crown belongs to the <span class=""highlight-reading"">KIN</span>g.",,0,,c,,Fri Jul 19 2019 14:12:35 GMT-0400 (EDT)
k争,,,,,,,redfr:8585,Tue Sep 17 2019 05:15:45 GMT-0400 (EDT)
k初,,,,,,,redfr:8481,Sat Aug 05 2017 03:10:17 GMT-0400 (EDT)
k指,,,,,,,,Tue Nov 24 2020 00:59:58 GMT-0500 (EST)
k利,,,,,,,redfr:8489,Wed Nov 01 2017 18:22:28 GMT-0400 (EDT)
v気持ちいい,,,,,,,,Mon Feb 16 2015 04:12:22 GMT-0500 (EST)
v苦しむ,,,,,,,,Fri Apr 29 2016 12:07:34 GMT-0400 (EDT)
v決定する,,,,,,,,Mon Feb 16 2015 04:17:43 GMT-0500 (EST)
v時々,"""I like to do things <span class=""highlight-vocabulary"">time to time</span>... that means sometimes."".",,0,,c,,,Mon Jun 22 2020 12:24:05 GMT-0400 (EDT)
v待ちぼうけ,,,,,,,,Sun Jun 10 2018 16:00:05 GMT-0400 (EDT)
v発売中,,,,,,,redfr:8308,Sun Aug 28 2016 22:58:35 GMT-0400 (EDT)
v天才,,,,,,,,Wed Jun 10 2020 16:23:48 GMT-0400 (EDT)
v四日,,,,,,,,Sun Jul 08 2018 22:05:30 GMT-0400 (EDT)
v指す,,,,,,,,Mon Apr 15 2019 14:24:49 GMT-0400 (EDT)
v冬休み,,,,,,,,Sat Nov 17 2018 05:33:37 GMT-0500 (EST)
k反,"If you want to sit on a stool on a cliff you must be ANTI comfortable seats, ANTI house, ANTI friends and even ANTI safety.",,1,,BenTheHen2010,,,Sun Oct 06 2019 05:41:09 GMT-0400 (EDT)
v地下,!,,,,c,,,Tue Apr 14 2020 22:06:36 GMT-0400 (EDT)
vお願い,,,,,,,,Tue Sep 10 2019 00:51:31 GMT-0400 (EDT)
k駅,,,,,,,redfr:8472,Sun Jun 11 2017 10:10:29 GMT-0400 (EDT)
k感,,,,,,,,Tue Oct 18 2016 16:30:08 GMT-0400 (EDT)
k課,,,,,,,redfr:8510,Thu Oct 18 2018 14:18:34 GMT-0400 (EDT)
k情,,,,,,,,Fri Jul 01 2016 15:14:41 GMT-0400 (EDT)
k輪,!,,,,c,,,Wed Jan 22 2020 07:50:10 GMT-0500 (EST)
v毒ガス,,,,,,,,Mon Feb 16 2015 06:06:10 GMT-0500 (EST)
v英文,,,,,,,,Mon Jul 20 2020 15:20:05 GMT-0400 (EDT)
v妥協する,,,,,,,,Mon Feb 16 2015 06:06:28 GMT-0500 (EST)
k向,,,,,,,,Tue Jan 08 2019 08:18:17 GMT-0500 (EST)
v猫,,,,,,,,Mon Feb 16 2015 06:07:10 GMT-0500 (EST)
v卒業式,,,,,,,redfr:3874,Mon Feb 16 2015 06:07:13 GMT-0500 (EST)
k森,,,,,,,,Sat Jan 11 2020 04:58:38 GMT-0500 (EST)
k身,,"You fell from the slide and broke your shin. Now you call out ""Somebody please help"".",,0,,c,,Wed Aug 12 2020 04:17:12 GMT-0400 (EDT)
k電,"Don't care too much about radicals. You can easily see that there is a plug that is easily inserted into the socket. This definitely means <span class=""highlight-kanji"">electricity</span>!",,7,,Supaa,,,Sun Oct 06 2019 05:33:58 GMT-0400 (EDT)
v時差,,,,,,,redfr:6784,Sun Jun 07 2015 07:44:38 GMT-0400 (EDT)
v妻,,,,,,,,Fri Jun 15 2018 02:25:49 GMT-0400 (EDT)
v利く,,"""We'll <span class=""highlight-vocabulary"">work well</span> if only you <span class=""highlight-reading"">listen</span>!"" (<span class=""highlight-reading"">きく</span>）.",,0,,c,,Fri Jun 26 2020 12:31:52 GMT-0400 (EDT)
v便所,"Do you know that <span class=""highlight-kanji"">便</span> also means poop? That makes this the ""pooping place"". You don't go potty in your kitchen, right?",,0,,c,,,Sat Jun 27 2020 22:26:30 GMT-0400 (EDT)
v物語,,,,,,,,Wed Jun 05 2019 09:42:42 GMT-0400 (EDT)
k対,,One vs one in <b>tai</b> boxing.,,0,,c,,Sun Oct 13 2019 05:10:10 GMT-0400 (EDT)
v親しい,,,,,,,,Wed Sep 23 2020 16:31:24 GMT-0400 (EDT)
v仲,,,,,,,redfr:8586,Mon Oct 07 2019 04:15:25 GMT-0400 (EDT)
v中東,,,,,,,,Fri Apr 03 2020 11:36:27 GMT-0400 (EDT)
v南米,,,,,,,,Sun Aug 11 2019 17:29:15 GMT-0400 (EDT)
v落ちる,,,,,,,,Mon Jun 29 2020 04:36:39 GMT-0400 (EDT)
v黄色,,,,,,,,Mon Feb 16 2015 07:45:53 GMT-0500 (EST)
v出来上がる,,,,,,,redfr:8605,Fri Jul 10 2020 13:18:36 GMT-0400 (EDT)
k旅,,"You're taking a trip to Rio( <span class=""highlight-reading"">りょ</span>).",,0,,c,,Fri Aug 14 2020 14:18:44 GMT-0400 (EDT)
k蜜,,,,,,,,Mon Feb 16 2015 08:12:20 GMT-0500 (EST)
v互い,,,,,,,,Mon Feb 16 2015 08:12:52 GMT-0500 (EST)
v不幸,,,,,,,redfr:8585,Wed Oct 02 2019 10:39:31 GMT-0400 (EDT)
v返還,,,,,,,,Mon Feb 16 2015 08:18:07 GMT-0500 (EST)
v針医,,,,,,,,Mon Feb 16 2015 08:20:06 GMT-0500 (EST)
v克服する,,,,,,,,Mon Feb 16 2015 08:29:20 GMT-0500 (EST)
k塔,9/11.,,0,,c,,,Wed Mar 28 2018 11:22:14 GMT-0400 (EDT)
v即死,,,,,,,,Mon Feb 16 2015 08:34:00 GMT-0500 (EST)
v見逃す,,,,,,,,Mon Feb 16 2015 08:35:04 GMT-0500 (EST)
v縁起,,,,,,,,Mon Feb 16 2015 08:35:33 GMT-0500 (EST)
v焦る,,,,,,,,Mon Feb 16 2015 08:35:59 GMT-0500 (EST)
v寸法,,,,,,,,Mon Feb 16 2015 08:37:06 GMT-0500 (EST)
k竜,,,,,,,,Mon Feb 16 2015 08:37:22 GMT-0500 (EST)
v英会話,,,,,,,redfr:7927,Sun Apr 10 2016 08:37:13 GMT-0400 (EDT)
v美術館,,,,,,,redfr:6102,Mon Apr 06 2015 20:02:33 GMT-0400 (EDT)
v毒,,,,,,,,Mon Feb 16 2015 09:09:53 GMT-0500 (EST)
v物価,,,,,,,redfr:6780,Fri Jun 05 2015 19:00:01 GMT-0400 (EDT)
v五つ,,,,,,,,Sat Feb 15 2020 10:27:18 GMT-0500 (EST)
v不完全,,,,,,,,Mon Feb 16 2015 09:20:03 GMT-0500 (EST)
v英語,,,,,,,,Mon Feb 16 2015 09:26:13 GMT-0500 (EST)
v仲直り,,,,,,,,Thu Apr 11 2019 23:07:37 GMT-0400 (EDT)
v不合格,,,,,,,,Mon Feb 16 2015 09:31:52 GMT-0500 (EST)
v自動的,,,,,,,redfr:8472,Wed Jun 21 2017 12:14:53 GMT-0400 (EDT)
v私立大学,,,,,,,,Sun Mar 31 2019 08:14:53 GMT-0400 (EDT)
v勇気,,,,,,,redfr:8510,Mon Sep 24 2018 13:13:18 GMT-0400 (EDT)
k沈,,,,,,,,Mon Feb 16 2015 10:13:15 GMT-0500 (EST)
v致命的,,,,,,,,Mon Feb 16 2015 10:13:19 GMT-0500 (EST)
v傾向,,,,,,,,Mon Feb 16 2015 10:13:31 GMT-0500 (EST)
v侵害,,,,,,,,Thu Feb 19 2015 09:24:36 GMT-0500 (EST)
v華々しい,,,,,,,,Mon Feb 16 2015 10:14:08 GMT-0500 (EST)
k房,,,,,,,,Mon Feb 16 2015 10:14:22 GMT-0500 (EST)
v保障,,,,,,,,Mon Jun 11 2018 20:42:07 GMT-0400 (EDT)
v躍進,,,,,,,,Mon Feb 16 2015 10:14:57 GMT-0500 (EST)
v却って,,,,,,,,Mon Feb 16 2015 10:15:08 GMT-0500 (EST)
k慰,,,,,,,,Tue Jun 28 2016 08:12:50 GMT-0400 (EDT)
v貧乏,,,,,,,,Mon Feb 16 2015 10:16:01 GMT-0500 (EST)
v芝草,,,,,,,,Tue Feb 17 2015 09:28:04 GMT-0500 (EST)
v垣,,,,,,,,Mon Feb 16 2015 10:16:55 GMT-0500 (EST)
v患う,,,,,,,,Fri May 29 2015 18:12:22 GMT-0400 (EDT)
v極楽,,,,,,,,Mon Feb 16 2015 10:17:41 GMT-0500 (EST)
v高炉,,,,,,,,Mon Feb 16 2015 10:18:41 GMT-0500 (EST)
v廃絶,,,,,,,,Mon Feb 16 2015 10:18:47 GMT-0500 (EST)
v剣,,,,,,,,Mon Feb 16 2015 10:19:26 GMT-0500 (EST)
v等号,,,,,,,,Wed Sep 02 2020 07:12:00 GMT-0400 (EDT)
v連盟,,,,,,,,Mon Feb 16 2015 10:20:17 GMT-0500 (EST)
v招く,,"Remember the 招き猫 (MANEKI NEKO, beckoning cat)? This is that word.",,0,,fioraaeterna,,Sun Jan 05 2020 20:23:42 GMT-0500 (EST)
k襲,,,,,,,,Wed Feb 18 2015 15:47:39 GMT-0500 (EST)
v妊婦,,,,,,,,Mon Feb 16 2015 10:21:44 GMT-0500 (EST)
v指導,!,,,,c,,,Mon Feb 18 2019 00:18:40 GMT-0500 (EST)
v一致する,,,,,,,redfr:3943,Mon Feb 16 2015 10:21:51 GMT-0500 (EST)
k充,,,,,,,redfr:3943,Mon Feb 16 2015 10:21:53 GMT-0500 (EST)
k掲,,,,,,,,Wed May 13 2015 14:09:01 GMT-0400 (EDT)
v戒告,,,,,,,,Fri May 29 2015 18:09:05 GMT-0400 (EDT)
v群がる,,,,,,,,Mon Nov 09 2015 09:08:48 GMT-0500 (EST)
v宣伝,,,,,,,,Mon Feb 16 2015 10:22:54 GMT-0500 (EST)
v構成,,"Remember <span class=""highlight-reading"">Kousei</span> Arima from Shigatsu wa kimi no uso? He's very <span class=""highlight-vocabulary"">organized</span> in pianoplaying.",0,0,,c,,Wed Jan 15 2020 02:27:35 GMT-0500 (EST)
v滅亡,,,,,,,redfr:3950,Mon Feb 16 2015 10:23:29 GMT-0500 (EST)
v獣,,,,,,,,Mon Feb 16 2015 10:24:17 GMT-0500 (EST)
v伺い,,,,,,,,Mon Feb 16 2015 10:24:21 GMT-0500 (EST)
k点,,"Remember how the word for store 店  was てん, just like the word 天. You spend the pennies you get from heaven at the store.  I like to connect the radical Fortune with the sound てん and the meaning with the little points/dots telling me there are decimal places.  Also, if you have a huge fortune, you need decimal places to count your 1,000,000,000,000,000円 more easily.",,0,,c,,Fri Aug 30 2019 13:09:18 GMT-0400 (EDT)
v文章,,,,,,,redfr:8491,Sun Mar 11 2018 12:50:10 GMT-0400 (EDT)
v他所,,"The <span class=""highlight-vocabulary"">other place</span> is at the  <span class=""highlight-reading""> Ta</span>cco <span class=""highlight-reading"">show</span>.",,0,,c,,Mon Jul 13 2020 14:35:42 GMT-0400 (EDT)
v中国,,,,,,,,Sat Mar 28 2020 21:32:54 GMT-0400 (EDT)
v次,,,,,,,redfr:8587,Tue Mar 17 2020 14:49:58 GMT-0400 (EDT)
v折り目,,"The ""ori"" part comes from ""origami"". The ""me"" comes from ""eye"" which if you don't know already... may god save your soul.",,0,,c,,Thu Aug 06 2020 00:56:32 GMT-0400 (EDT)
v技術,,,,,,,,Mon Feb 16 2015 12:53:44 GMT-0500 (EST)
v私営,"<span class=""highlight-kanji"">I</span> <span class=""highlight-kanji"">manage</span> this Minecraft server, and that makes it mine. Thus, I am going to keep it <span class=""highlight-vocabulary"">private</span>. It's <span class=""highlight-vocabulary"">privately run</span> by me, so I can make decisions like that.",,1,,PixelJadke,,,Sun Aug 04 2019 04:24:09 GMT-0400 (EDT)
v禁止,,,,,,,redfr:8586,Mon Jan 06 2020 02:01:42 GMT-0500 (EST)
v新品,,,,,,,,Mon Feb 16 2015 13:06:22 GMT-0500 (EST)
v首になる,,,,,,,,Wed Jan 06 2016 21:56:23 GMT-0500 (EST)
k告,!,,,,blupiac,,,Sat Jan 07 2017 16:55:54 GMT-0500 (EST)
v曲,,,,,,,,Thu Aug 06 2015 12:12:18 GMT-0400 (EDT)
v借用,,,,,,,redfr:8586,Tue Dec 31 2019 01:44:48 GMT-0500 (EST)
v大丈夫,,,,,,,,Thu Mar 31 2016 15:05:46 GMT-0400 (EDT)
v喫煙,,,,,,,,Mon Feb 16 2015 13:16:38 GMT-0500 (EST)
k倒,,,,,,,,Sat Jun 30 2018 13:40:50 GMT-0400 (EDT)
v証,,,,,,,,Tue Dec 31 2019 07:04:40 GMT-0500 (EST)
v賄う,,,,,,,,Mon Feb 16 2015 14:08:05 GMT-0500 (EST)
v資金,,,,,,,,Sun Mar 18 2018 17:07:43 GMT-0400 (EDT)
k匹,,,,,,,,Sun Mar 08 2015 09:03:28 GMT-0400 (EDT)
k斗,,,,,,,redfr:3976,Mon Feb 16 2015 14:08:42 GMT-0500 (EST)
v項目,,,,,,,,Mon Feb 16 2015 14:09:04 GMT-0500 (EST)
k芽,,,,,,,,Mon Feb 16 2015 14:10:54 GMT-0500 (EST)
v幅,,,,,,,,Mon Feb 16 2015 14:16:17 GMT-0500 (EST)
v国債,,,,,,,,Mon Feb 16 2015 14:16:25 GMT-0500 (EST)
v厳禁,,,,,,,,Mon Feb 16 2015 14:17:04 GMT-0500 (EST)
v白人,,,,,,,,Wed Jan 01 2020 21:52:05 GMT-0500 (EST)
k焦,,,,,,,,Tue Jul 14 2020 12:34:36 GMT-0400 (EDT)
v翌年,,,,,,,,Mon Feb 16 2015 15:19:33 GMT-0500 (EST)
k軸,,,,,,,,Mon Feb 16 2015 15:19:38 GMT-0500 (EST)
v否定,,,,,,,redfr:3986,Mon Feb 16 2015 15:19:41 GMT-0500 (EST)
k昭,,,,,,,,Mon Feb 16 2015 15:20:02 GMT-0500 (EST)
v神奈川県,,,,,,,,Mon Feb 16 2015 15:21:35 GMT-0500 (EST)
v厄介,,,,,,,,Mon Feb 16 2015 15:21:55 GMT-0500 (EST)
v縄張り,,,,,,,,Tue Feb 17 2015 15:55:38 GMT-0500 (EST)
v臨時,,,,,,,,Mon Feb 16 2015 15:26:08 GMT-0500 (EST)
v外国,,,,,,,redfr:8587,Thu Mar 12 2020 08:26:14 GMT-0400 (EDT)
v紛れる,,,,,,,,Mon Mar 02 2015 07:53:50 GMT-0500 (EST)
v鋭敏,,,,,,,,Mon Nov 23 2015 13:12:17 GMT-0500 (EST)
v今週,,,,,,,,Fri Jan 18 2019 17:36:47 GMT-0500 (EST)
v名前,,,,,,,,Fri Jun 29 2018 22:21:29 GMT-0400 (EDT)
v毛虫,,,,,,,redfr:8586,Wed Jan 29 2020 11:36:23 GMT-0500 (EST)
v両手,,,,,,,redfr:8586,Wed Feb 19 2020 15:44:34 GMT-0500 (EST)
k姿,,,,,,,redfr:6551,Thu May 14 2015 11:22:36 GMT-0400 (EDT)
k示,,,,,,,,Sat May 09 2015 10:57:03 GMT-0400 (EDT)
v不信,,,,,,,,Fri Jun 15 2018 17:39:30 GMT-0400 (EDT)
k次,,,,,,,redfr:8586,Sun Feb 16 2020 08:13:53 GMT-0500 (EST)
v弓,,,,,,,redfr:8586,Fri Dec 27 2019 01:23:36 GMT-0500 (EST)
v明日,,,,,,,,Sat May 16 2020 20:02:14 GMT-0400 (EDT)
v定義,,,,,,,,Sun Jun 10 2018 15:12:42 GMT-0400 (EDT)
v機械,,,,,,,,Sat Jun 30 2018 13:43:02 GMT-0400 (EDT)
v国民,,,,,,,,Sun Mar 31 2019 08:09:50 GMT-0400 (EDT)
